stock_label,name,close,date,industry_type,open,high,low,unit,per,psr,pbr,volume,market_capitalization,issued_shares,crawl_datetime,code
6539  東証１部,ＭＳ－Ｊａｐａｎ,"1,012.0",株価(02/28),業種サービス業,"1,001.0円","1,055.0円","1,001.0円",100株,21.00倍,6.58倍,3.60倍,"274,300株","25,209百万円","24,911千株",2020-03-01T18:27:56,6539
6540  東証１部,船場,906.0,株価(02/28),業種サービス業,945.0円,963.0円,899.0円,100株,9.31倍,0.32倍,0.86倍,"40,200株","9,132百万円","10,080千株",2020-03-01T18:27:58,6540
6541  東証１部,グレイステクノロジー,"2,791.0",株価(02/28),業種サービス業,"2,892.0円","2,945.0円","2,775.0円",100株,102.19倍,25.59倍,26.84倍,"285,100株","39,008百万円","13,976千株",2020-03-01T18:28:00,6541
6543  東証JASDAQ（スタンダード）,日宣,"1,130.0",株価(02/28),業種サービス業,"1,154.0円","1,180.0円","1,120.0円",100株,9.53倍,0.44倍,0.82倍,"2,600株","2,209百万円","1,955千株",2020-03-01T18:28:02,6543
6544  東証１部,ジャパンエレベーターサービスホールディングス,"2,074.0",株価(02/28),業種サービス業,"1,989.0円","2,078.0円","1,963.0円",100株,65.84倍,4.69倍,21.35倍,"665,300株","84,077百万円","40,538千株",2020-03-01T18:28:04,6544
6545  東証マザーズ,インターネットインフィニティー,480.0,株価(02/28),業種サービス業,512.0円,524.0円,460.0円,100株,39.60倍,0.77倍,3.19倍,"144,200株","2,605百万円","5,427千株",2020-03-01T18:28:05,6545
6546  東証１部,フルテック,"1,016.0",株価(02/28),業種サービス業,"1,022.0円","1,084.0円","1,015.0円",100株,13.07倍,0.47倍,0.89倍,"8,000株","5,453百万円","5,367千株",2020-03-01T18:28:07,6546
6547  東証１部,グリーンズ,715.0,株価(02/28),業種サービス業,712.0円,728.0円,704.0円,100株,6.09倍,0.29倍,0.86倍,"186,900株","9,213百万円","12,886千株",2020-03-01T18:28:09,6547
6548  東証マザーズ,旅工房,"1,208.0",株価(02/28),業種サービス業,"1,205.0円","1,265.0円","1,196.0円",100株,27.71倍,0.19倍,4.07倍,"111,300株","5,738百万円","4,750千株",2020-03-01T18:28:11,6548
6549  東証JASDAQ（スタンダード）,ディーエムソリューションズ,936.0,株価(02/28),業種サービス業,945.0円,960.0円,936.0円,100株,12.06倍,0.19倍,1.47倍,"3,100株","2,319百万円","2,478千株",2020-03-01T18:28:13,6549
6550  東証マザーズ,Ｆｒｉｎｇｅ８１,597.0,株価(02/28),業種サービス業,657.0円,683.0円,597.0円,100株,22.54倍,0.86倍,3.98倍,"190,000株","5,891百万円","9,868千株",2020-03-01T18:28:15,6550
6551  東証１部,ツナググループ・ホールディングス,447.0,株価(02/28),業種サービス業,468.0円,477.0円,442.0円,100株,137.53倍,0.30倍,2.46倍,"106,800株","3,282百万円","7,343千株",2020-03-01T18:28:16,6551
6552  東証１部,ＧａｍｅＷｉｔｈ,563.0,株価(02/28),業種サービス業,597.0円,609.0円,561.0円,100株,14.39倍,3.25倍,3.10倍,"175,400株","10,256百万円","18,217千株",2020-03-01T18:28:18,6552
6553  東証１部,ソウルドアウト,"1,752.0",株価(02/28),業種サービス業,"1,860.0円","1,929.0円","1,730.0円",100株,48.59倍,0.93倍,6.08倍,"68,600株","18,327百万円","10,461千株",2020-03-01T18:28:20,6553
6554  東証マザーズ,エスユーエス,455.0,株価(02/28),業種サービス業,496.0円,496.0円,452.0円,100株,11.78倍,0.49倍,1.82倍,"180,000株","3,987百万円","8,762千株",2020-03-01T18:28:22,6554
6555  東証１部,ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ,870.0,株価(02/28),業種サービス業,890.0円,909.0円,870.0円,100株,10.20倍,1.34倍,1.15倍,"72,400株","3,835百万円","4,408千株",2020-03-01T18:28:23,6555
6556  東証マザーズ,ウェルビー,"1,496.0",株価(02/28),業種サービス業,"1,530.0円","1,543.0円","1,480.0円",100株,41.09倍,7.23倍,16.37倍,"226,500株","41,581百万円","27,795千株",2020-03-01T18:28:25,6556
6557  東証マザーズ,ｇｌｏｂａｌｂｒｉｄｇｅＨＯＬＤＩＮＧＳ,"1,846.0",株価(02/28),業種サービス業,"1,998.0円","2,067.0円","1,804.0円",100株,---,0.80倍,4.93倍,"50,000株","4,739百万円","2,567千株",2020-03-01T18:28:27,6557
6558  東証マザーズ,クックビズ,"1,550.0",株価(02/28),業種サービス業,"1,600.0円","1,660.0円","1,507.0円",100株,24.47倍,1.17倍,2.57倍,"74,300株","3,487百万円","2,249千株",2020-03-01T18:28:28,6558
6560  東証マザーズ,エル・ティー・エス,"1,646.0",株価(02/28),業種サービス業,"1,624.0円","1,747.0円","1,602.0円",100株,33.39倍,1.80倍,4.54倍,"84,100株","6,832百万円","4,151千株",2020-03-01T18:28:30,6560
6561  東証マザーズ,ＨＡＮＡＴＯＵＲＪＡＰＡＮ,594.0,株価(02/28),業種サービス業,640.0円,641.0円,557.0円,100株,---,0.99倍,1.34倍,"80,300株","6,534百万円","11,000千株",2020-03-01T18:28:32,6561
6562  東証マザーズ,ジーニー,727.0,株価(02/28),業種サービス業,781.0円,808.0円,721.0円,100株,---,0.87倍,4.80倍,"122,900株","13,044百万円","17,943千株",2020-03-01T18:28:34,6562
6563  東証マザーズ,みらいワークス,"2,290.0",株価(02/28),業種サービス業,"2,381.0円","2,466.0円","2,281.0円",100株,30.67倍,0.78倍,3.79倍,"10,300株","2,839百万円","1,239千株",2020-03-01T18:28:35,6563
6564  東証１部,ミダック,"1,015.0",株価(02/28),業種サービス業,"1,040.0円","1,068.0円","1,005.0円",100株,23.10倍,2.90倍,6.03倍,"45,000株","13,587百万円","13,386千株",2020-03-01T18:28:37,6564
6565  東証JASDAQ（スタンダード）,ＡＢホテル,"1,305.0",株価(02/28),業種サービス業,"1,400.0円","1,400.0円","1,305.0円",100株,20.85倍,3.35倍,3.51倍,"8,900株","18,499百万円","14,176千株",2020-03-01T18:28:39,6565
6566  東証２部,要興業,811.0,株価(02/28),業種サービス業,811.0円,839.0円,801.0円,100株,18.95倍,1.13倍,0.86倍,"58,400株","12,871百万円","15,871千株",2020-03-01T18:28:41,6566
6567  東証マザーズ,ＳＥＲＩＯホールディングス,726.0,株価(02/28),業種サービス業,690.0円,770.0円,676.0円,100株,56.01倍,0.36倍,1.40倍,"300,100株","2,297百万円","3,164千株",2020-03-01T18:28:43,6567
6568  東証マザーズ,神戸天然物化学,"1,273.0",株価(02/28),業種サービス業,"1,307.0円","1,331.0円","1,250.0円",100株,10.49倍,1.56倍,1.04倍,"37,000株","9,859百万円","7,744千株",2020-03-01T18:28:45,6568
6569  東証１部,日総工産,678.0,株価(02/28),業種サービス業,680.0円,706.0円,672.0円,100株,11.01倍,0.33倍,2.18倍,"580,500株","23,036百万円","33,977千株",2020-03-01T18:28:46,6569
6570  東証２部,共和コーポレーション,493.0,株価(02/28),業種サービス業,540.0円,540.0円,490.0円,100株,3.84倍,0.24倍,0.88倍,"22,600株","2,997百万円","6,080千株",2020-03-01T18:28:48,6570
6571  東証１部,キュービーネットホールディングス,"1,858.0",株価(02/28),業種サービス業,"1,933.0円","1,959.0円","1,837.0円",100株,18.10倍,1.12倍,2.40倍,"435,100株","23,515百万円","12,656千株",2020-03-01T18:28:50,6571
6572  東証１部,ＲＰＡホールディングス,883.0,株価(02/28),業種サービス業,904.0円,940.0円,877.0円,100株,82.36倍,6.27倍,9.08倍,"632,200株","51,326百万円","58,127千株",2020-03-01T18:28:52,6572
6573  東証マザーズ,アジャイルメディア・ネットワーク,574.0,株価(02/28),業種サービス業,623.0円,639.0円,572.0円,100株,---,1.41倍,2.27倍,"100,200株","1,197百万円","2,087千株",2020-03-01T18:28:53,6573
6574  東証マザーズ,コンヴァノ,878.0,株価(02/28),業種サービス業,999.0円,999.0円,872.0円,100株,21.82倍,0.87倍,2.21倍,"18,700株","1,969百万円","2,243千株",2020-03-01T18:28:55,6574
6575  東証マザーズ,ヒューマン・アソシエイツ・ホールディングス,849.0,株価(02/28),業種サービス業,871.0円,883.0円,827.0円,100株,13.79倍,1.45倍,2.61倍,"29,600株","2,746百万円","3,235千株",2020-03-01T18:28:57,6575
6577  東証マザーズ,ベストワンドットコム,"2,519.0",株価(02/28),業種サービス業,"2,496.0円","2,615.0円","2,411.0円",100株,36.70倍,1.45倍,4.43倍,"44,000株","3,161百万円","1,254千株",2020-03-01T18:28:58,6577
6578  東証２部,エヌリンクス,385.0,株価(02/28),業種サービス業,378.0円,401.0円,375.0円,100株,12.74倍,0.57倍,1.95倍,"33,400株","2,753百万円","7,151千株",2020-03-01T18:29:00,6578
6579  東証マザーズ,ログリー,"1,724.0",株価(02/28),業種サービス業,"1,803.0円","1,866.0円","1,717.0円",100株,29.61倍,1.35倍,2.65倍,"74,400株","3,217百万円","1,866千株",2020-03-01T18:29:02,6579
6580  東証マザーズ,ライトアップ,922.0,株価(02/28),業種サービス業,949.0円,979.0円,916.0円,100株,13.51倍,1.66倍,1.82倍,"29,400株","2,676百万円","2,903千株",2020-03-01T18:29:04,6580
6597  東証マザーズ,ＨＰＣシステムズ,"1,684.0",株価(02/28),業種電気機器,"1,732.0円","1,764.0円","1,656.0円",100株,---,1.27倍,---,"175,100株","6,887百万円","4,090千株",2020-03-01T18:29:06,6597
6615  東証１部,ユー・エム・シー・エレクトロニクス,303.0,株価(02/28),業種電気機器,303.0円,319.0円,301.0円,100株,---,0.04倍,0.33倍,"385,500株","5,846百万円","19,295千株",2020-03-01T18:29:08,6615
6694  東証JASDAQ（スタンダード）,ズーム,"1,101.0",株価(02/28),業種電気機器,"1,151.0円","1,171.0円","1,101.0円",100株,10.00倍,0.29倍,0.51倍,"11,300株","2,529百万円","2,297千株",2020-03-01T18:29:09,6694
6696  東証マザーズ,トランザス,857.0,株価(02/28),業種電気機器,973.0円,988.0円,841.0円,100株,---,3.91倍,2.25倍,"98,800株","2,715百万円","3,169千株",2020-03-01T18:29:11,6696
6697  東証マザーズ,テックポイント・インク,512.0,株価(02/28),業種電気機器,551.0円,574.0円,512.0円,100株,46.54倍,0.82倍,0.92倍,"71,100株","2,846百万円","5,559千株",2020-03-01T18:29:13,6697
6698  東証２部,ヴィスコ・テクノロジーズ,923.0,株価(02/28),業種電気機器,992.0円,"1,004.0円",910.0円,100株,13.71倍,1.65倍,2.41倍,"46,100株","5,896百万円","6,388千株",2020-03-01T18:29:15,6698
7030  東証１部,スプリックス,832.0,株価(02/28),業種サービス業,938.0円,"1,010.0円",817.0円,100株,8.03倍,1.26倍,1.88倍,"1,727,200株","14,388百万円","17,293千株",2020-03-01T18:29:16,7030
7033  東証１部,マネジメントソリューションズ,"2,696.0",株価(02/28),業種サービス業,"2,865.0円","2,965.0円","2,636.0円",100株,50.81倍,3.83倍,8.89倍,"105,600株","14,928百万円","5,537千株",2020-03-01T18:29:18,7033
7034  東証マザーズ,プロレド・パートナーズ,"3,500.0",株価(02/28),業種サービス業,"3,655.0円","3,700.0円","3,475.0円",100株,52.76倍,13.99倍,10.06倍,"138,300株","36,948百万円","10,556千株",2020-03-01T18:29:20,7034
7035  東証１部,ａｎｄｆａｃｔｏｒｙ,"1,423.0",株価(02/28),業種サービス業,"1,433.0円","1,504.0円","1,404.0円",100株,40.92倍,3.56倍,7.77倍,"186,700株","13,979百万円","9,824千株",2020-03-01T18:29:22,7035
7036  東証マザーズ,イーエムネットジャパン,"1,555.0",株価(02/28),業種サービス業,"1,600.0円","1,620.0円","1,523.0円",100株,11.95倍,0.36倍,2.76倍,"35,600株","2,868百万円","1,844千株",2020-03-01T18:29:24,7036
7037  東証マザーズ,テノ．ホールディングス,708.0,株価(02/28),業種サービス業,671.0円,799.0円,664.0円,100株,11.27倍,0.32倍,1.80倍,"903,100株","3,297百万円","4,656千株",2020-03-01T18:29:26,7037
7038  東証マザーズ,フロンティア・マネジメント,"1,557.0",株価(02/28),業種サービス業,"1,600.0円","1,600.0円","1,524.0円",100株,20.67倍,1.86倍,4.06倍,"146,000株","8,884百万円","5,706千株",2020-03-01T18:29:27,7038
7039  東証マザーズ,ブリッジインターナショナル,"1,481.0",株価(02/28),業種サービス業,"1,500.0円","1,560.0円","1,441.0円",100株,19.79倍,1.59倍,2.43倍,"88,900株","5,215百万円","3,521千株",2020-03-01T18:29:29,7039
7041  東証マザーズ,ＣＲＧホールディングス,730.0,株価(02/28),業種サービス業,771.0円,793.0円,730.0円,100株,14.94倍,0.17倍,1.76倍,"67,200株","3,980百万円","5,452千株",2020-03-01T18:29:31,7041
7042  東証JASDAQ（スタンダード）,アクセスグループ・ホールディングス,771.0,株価(02/28),業種サービス業,800.0円,800.0円,755.0円,100株,423.62倍,0.20倍,0.76倍,"8,100株",940百万円,"1,219千株",2020-03-01T18:29:33,7042
7043  東証マザーズ,アルー,659.0,株価(02/28),業種サービス業,819.0円,924.0円,636.0円,100株,14.42倍,0.67倍,1.59倍,"1,036,100株","1,683百万円","2,554千株",2020-03-01T18:29:34,7043
7044  東証マザーズ,ピアラ,"1,250.0",株価(02/28),業種サービス業,"1,340.0円","1,378.0円","1,250.0円",100株,28.46倍,0.65倍,4.75倍,"55,000株","8,882百万円","7,105千株",2020-03-01T18:29:36,7044
7045  東証JASDAQ（スタンダード）,ツクイスタッフ,"1,888.0",株価(02/28),業種サービス業,"1,888.0円","1,974.0円","1,844.0円",100株,9.98倍,0.36倍,1.53倍,"8,000株","2,985百万円","1,581千株",2020-03-01T18:29:38,7045
7046  東証マザーズ,テクノスデータサイエンス・エンジニアリング,"2,362.0",株価(02/28),業種サービス業,"2,508.0円","2,554.0円","2,340.0円",100株,30.91倍,3.84倍,3.84倍,"51,500株","5,196百万円","2,200千株",2020-03-01T18:29:40,7046
7047  東証マザーズ,ポート,680.0,株価(02/28),業種サービス業,685.0円,721.0円,652.0円,100株,13.54倍,2.59倍,3.77倍,"205,700株","7,900百万円","11,618千株",2020-03-01T18:29:42,7047
7048  東証マザーズ,ベルトラ,698.0,株価(02/28),業種サービス業,700.0円,718.0円,676.0円,100株,38.22倍,4.60倍,9.43倍,"359,300株","20,051百万円","28,726千株",2020-03-01T18:29:44,7048
7049  東証マザーズ,識学,908.0,株価(02/28),業種サービス業,977.0円,992.0円,902.0円,100株,36.79倍,5.42倍,9.79倍,"245,100株","6,786百万円","7,474千株",2020-03-01T18:29:45,7049
7050  東証マザーズ,フロンティアインターナショナル,"1,921.0",株価(02/28),業種サービス業,"2,072.0円","2,074.0円","1,906.0円",100株,9.81倍,0.66倍,1.91倍,"46,800株","8,539百万円","4,445千株",2020-03-01T18:29:47,7050
7057  東証JASDAQ（スタンダード）,エヌ・シー・エヌ,897.0,株価(02/28),業種サービス業,936.0円,949.0円,872.0円,100株,9.37倍,0.44倍,1.67倍,"44,600株","2,882百万円","3,213千株",2020-03-01T18:29:49,7057
7058  東証JASDAQ（スタンダード）,共栄セキュリティーサービス,"3,550.0",株価(02/28),業種サービス業,"3,500.0円","3,590.0円","3,350.0円",100株,13.56倍,0.94倍,1.50倍,"18,500株","5,348百万円","1,506千株",2020-03-01T18:29:51,7058
7059  東証マザーズ,コプロ・ホールディングス,"2,203.0",株価(02/28),業種サービス業,"2,240.0円","2,289.0円","2,180.0円",100株,9.68倍,1.01倍,2.34倍,"40,200株","11,015百万円","5,000千株",2020-03-01T18:29:53,7059
7060  東証マザーズ,ギークス,"1,164.0",株価(02/28),業種サービス業,"1,250.0円","1,281.0円","1,124.0円",100株,24.27倍,3.99倍,4.44倍,"211,800株","12,173百万円","10,458千株",2020-03-01T18:29:55,7060
7061  東証マザーズ,日本ホスピスホールディングス,"1,644.0",株価(02/28),業種サービス業,"1,740.0円","1,791.0円","1,619.0円",100株,40.79倍,3.00倍,12.02倍,"106,000株","12,617百万円","7,675千株",2020-03-01T18:29:57,7061
7062  東証マザーズ,フレアス,921.0,株価(02/28),業種サービス業,998.0円,"1,000.0円",921.0円,100株,10.44倍,0.57倍,1.64倍,"10,800株","2,144百万円","2,328千株",2020-03-01T18:29:58,7062
7063  東証マザーズ,エードット,"3,405.0",株価(02/28),業種サービス業,"3,500.0円","3,785.0円","3,390.0円",100株,59.55倍,3.88倍,8.26倍,"32,200株","8,289百万円","2,434千株",2020-03-01T18:30:00,7063
7064  東証マザーズ,ハウテレビジョン,"1,741.0",株価(02/28),業種サービス業,"1,784.0円","1,830.0円","1,729.0円",100株,---,3.35倍,---,"31,400株","2,207百万円","1,267千株",2020-03-01T18:30:02,7064
7065  東証２部,ユーピーアール,"2,359.0",株価(02/28),業種サービス業,"2,335.0円","2,444.0円","2,262.0円",100株,25.40倍,1.54倍,3.08倍,"213,900株","18,069百万円","7,660千株",2020-03-01T18:30:04,7065
7066  東証マザーズ,ピアズ,"1,321.0",株価(02/28),業種サービス業,"1,410.0円","1,445.0円","1,291.0円",100株,8.41倍,1.06倍,1.58倍,"28,200株","2,959百万円","2,240千株",2020-03-01T18:30:06,7066
7067  東証マザーズ,ブランディングテクノロジー,"1,452.0",株価(02/28),業種サービス業,"1,559.0円","1,561.0円","1,433.0円",100株,---,0.47倍,---,"48,200株","2,344百万円","1,615千株",2020-03-01T18:30:08,7067
7068  東証マザーズ,フィードフォース,"2,021.0",株価(02/28),業種サービス業,"2,192.0円","2,280.0円","2,000.0円",100株,---,16.14倍,---,"93,900株","11,304百万円","5,593千株",2020-03-01T18:30:10,7068
7069  東証マザーズ,サイバー・バズ,"4,380.0",株価(02/28),業種サービス業,"4,585.0円","4,810.0円","4,375.0円",100株,48.45倍,5.52倍,9.35倍,"75,900株","16,255百万円","3,711千株",2020-03-01T18:30:12,7069
7071  東証JASDAQ（スタンダード）,アンビスホールディングス,"6,450.0",株価(02/28),業種サービス業,"7,030.0円","7,240.0円","6,290.0円",100株,---,13.52倍,---,"81,000株","72,620百万円","11,259千株",2020-03-01T18:30:13,7071
7072  東証マザーズ,インティメート・マージャー,"1,721.0",株価(02/28),業種サービス業,"1,900.0円","1,900.0円","1,721.0円",100株,---,2.25倍,---,"37,000株","4,942百万円","2,871千株",2020-03-01T18:30:15,7072
7073  東証マザーズ,ジェイック,"4,990.0",株価(02/28),業種サービス業,"5,440.0円","5,490.0円","4,950.0円",100株,---,1.67倍,---,"16,500株","4,519百万円",905千株,2020-03-01T18:30:17,7073
7074  東証マザーズ,トゥエンティーフォーセブン,"1,037.0",株価(02/28),業種サービス業,"1,097.0円","1,151.0円","1,037.0円",100株,7.12倍,0.60倍,1.27倍,"80,500株","4,666百万円","4,500千株",2020-03-01T18:30:19,7074
7076  セントレックス,名南Ｍ＆Ａ,"3,335.0",株価(02/28),業種サービス業,"3,255.0円","3,425.0円","3,215.0円",100株,---,6.50倍,---,"6,400株","5,205百万円","1,560千株",2020-03-01T18:30:20,7076
7077  東証マザーズ,ＡＬｉＮＫインターネット,"2,326.0",株価(02/28),業種サービス業,"2,429.0円","2,476.0円","2,287.0円",100株,---,7.04倍,---,"48,800株","4,890百万円","2,102千株",2020-03-01T18:30:22,7077
7078  東証マザーズ,ＩＮＣＬＵＳＩＶＥ,"1,562.0",株価(02/28),業種サービス業,"1,750.0円","1,790.0円","1,552.0円",100株,---,2.26倍,---,"27,100株","3,780百万円","2,420千株",2020-03-01T18:30:24,7078
7079  東証マザーズ,ＷＤＢココ,"2,161.0",株価(02/28),業種サービス業,"2,206.0円","2,249.0円","2,157.0円",100株,---,2.77倍,---,"42,300株","4,937百万円","2,285千株",2020-03-01T18:30:26,7079
7080  東証マザーズ,スポーツフィールド,"3,200.0",株価(02/28),業種サービス業,"3,375.0円","3,375.0円","3,090.0円",100株,19.66倍,1.47倍,6.57倍,"21,700株","2,821百万円",881千株,2020-03-01T18:30:27,7080
7081  東証JASDAQ（スタンダード）,コーユーレンティア,"1,134.0",株価(02/28),業種サービス業,"1,201.0円","1,227.0円","1,120.0円",100株,---,0.26倍,---,"64,500株","6,010百万円","5,300千株",2020-03-01T18:30:29,7081
7082  東証マザーズ,ジモティー,"1,580.0",株価(02/28),業種サービス業,"1,525.0円","1,618.0円","1,508.0円",100株,---,7.05倍,---,"282,400株","8,913百万円","5,641千株",2020-03-01T18:30:31,7082
7083  東証マザーズ,ＡＨＣグループ,"2,438.0",株価(02/28),業種サービス業,"2,444.0円","2,630.0円","2,420.0円",100株,---,1.21倍,---,"127,600株","5,022百万円","2,060千株",2020-03-01T18:30:33,7083
7184  東証１部,富山第一銀行,278.0,株価(02/28),業種銀行業,285.0円,291.0円,278.0円,100株,5.20倍,0.64倍,0.18倍,"71,000株","18,712百万円","67,309千株",2020-03-01T18:30:34,7184
7185  東証JASDAQ（スタンダード）,ヒロセ通商,"1,614.0",株価(02/28),業種証券、商品先物取引業,"1,661.0円","1,663.0円","1,611.0円",100株,5.05倍,1.25倍,1.19倍,"37,300株","10,475百万円","6,490千株",2020-03-01T18:30:36,7185
7187  東証１部,ジェイリース,264.0,株価(02/28),業種その他金融業,277.0円,280.0円,260.0円,100株,---,0.38倍,3.71倍,"269,600株","2,323百万円","8,800千株",2020-03-01T18:30:38,7187
7190  東証１部,マーキュリアインベストメント,605.0,株価(02/28),業種証券、商品先物取引業,598.0円,614.0円,593.0円,100株,8.40倍,2.25倍,0.83倍,"130,300株","10,651百万円","17,606千株",2020-03-01T18:30:39,7190
7191  東証１部,イントラスト,599.0,株価(02/28),業種その他金融業,612.0円,630.0円,591.0円,100株,23.54倍,4.25倍,4.63倍,"213,100株","13,334百万円","22,260千株",2020-03-01T18:30:41,7191
7192  東証１部,日本モーゲージサービス,"1,769.0",株価(02/28),業種その他金融業,"1,832.0円","1,918.0円","1,758.0円",100株,15.39倍,2.01倍,3.18倍,"206,900株","12,625百万円","7,137千株",2020-03-01T18:30:43,7192
7196  東証１部,Ｃａｓａ,"1,227.0",株価(02/28),業種その他金融業,"1,251.0円","1,289.0円","1,224.0円",100株,15.68倍,1.57倍,2.16倍,"149,500株","13,585百万円","11,072千株",2020-03-01T18:30:45,7196
7198  東証１部,アルヒ,"1,584.0",株価(02/28),業種その他金融業,"1,588.0円","1,635.0円","1,555.0円",100株,13.13倍,2.39倍,2.39倍,"757,500株","57,151百万円","36,080千株",2020-03-01T18:30:47,7198
7199  東証１部,プレミアグループ,"1,705.0",株価(02/28),業種その他金融業,"1,686.0円","1,754.0円","1,662.0円",100株,15.54倍,2.10倍,4.07倍,"375,100株","22,551百万円","13,226千株",2020-03-01T18:30:49,7199
7320  東証マザーズ,日本リビング保証,"1,222.0",株価(02/28),業種その他金融業,"1,278.0円","1,283.0円","1,205.0円",100株,42.12倍,3.71倍,12.87倍,"145,100株","6,115百万円","5,004千株",2020-03-01T18:30:51,7320
7323  東証マザーズ,アイペット損害保険,"1,923.0",株価(02/28),業種保険業,"1,904.0円","1,980.0円","1,900.0円",100株,23.74倍,1.38倍,3.88倍,"29,000株","20,739百万円","10,784千株",2020-03-01T18:30:52,7323
7325  東証マザーズ,アイリックコーポレーション,"1,177.0",株価(02/28),業種保険業,"1,211.0円","1,232.0円","1,169.0円",100株,28.70倍,2.59倍,3.00倍,"42,800株","10,049百万円","8,538千株",2020-03-01T18:30:54,7325
7326  東証マザーズ,ＳＢＩインシュアランスグループ,864.0,株価(02/28),業種保険業,891.0円,898.0円,850.0円,100株,21.17倍,0.32倍,0.55倍,"44,000株","21,444百万円","24,820千株",2020-03-01T18:30:56,7326
7670  東証２部,オーウエル,613.0,株価(02/28),業種卸売業,616.0円,625.0円,610.0円,100株,5.84倍,0.09倍,0.36倍,"33,100株","6,436百万円","10,500千株",2020-03-01T18:30:58,7670
7671  東証マザーズ,ＡｍｉｄＡホールディングス,"1,066.0",株価(02/28),業種小売業,"1,056.0円","1,095.0円","1,055.0円",100株,14.78倍,0.82倍,1.58倍,"12,300株","2,242百万円","2,104千株",2020-03-01T18:31:00,7671
7673  東証２部,ダイコー通産,"1,047.0",株価(02/28),業種卸売業,"1,065.0円","1,130.0円","1,036.0円",100株,11.25倍,0.37倍,0.98倍,"91,400株","5,583百万円","5,332千株",2020-03-01T18:31:02,7673
7674  東証マザーズ,ＮＡＴＴＹＳＷＡＮＫＹ,"2,820.0",株価(02/28),業種小売業,"3,000.0円","3,100.0円","2,770.0円",100株,22.33倍,1.49倍,3.09倍,"46,500株","5,941百万円","2,106千株",2020-03-01T18:31:03,7674
7676  東証マザーズ,グッドスピード,"1,080.0",株価(02/28),業種小売業,"1,010.0円","1,120.0円","1,001.0円",100株,13.06倍,0.10倍,2.37倍,"58,200株","3,310百万円","3,065千株",2020-03-01T18:31:05,7676
7677  東証２部,ヤシマキザイ,"1,702.0",株価(02/28),業種卸売業,"1,702.0円","1,739.0円","1,662.0円",100株,---,0.13倍,---,"12,000株","4,901百万円","2,880千株",2020-03-01T18:31:07,7677
7678  東証JASDAQ（スタンダード）,あさくま,"1,600.0",株価(02/28),業種小売業,"1,601.0円","1,618.0円","1,596.0円",100株,---,0.90倍,---,"19,000株","8,528百万円","5,330千株",2020-03-01T18:31:09,7678
7681  東証２部,レオクラン,"1,669.0",株価(02/28),業種卸売業,"1,703.0円","1,783.0円","1,655.0円",100株,---,0.08倍,---,"36,500株","3,246百万円","1,945千株",2020-03-01T18:31:11,7681
7682  東証JASDAQ（スタンダード）,浜木綿,"1,809.0",株価(02/28),業種小売業,"1,832.0円","1,874.0円","1,800.0円",100株,---,0.37倍,---,"13,100株","1,939百万円","1,072千株",2020-03-01T18:31:13,7682
7683  東証マザーズ,ダブルエー,"2,392.0",株価(02/28),業種小売業,"2,320.0円","2,500.0円","2,301.0円",100株,---,0.88倍,---,"15,100株","11,354百万円","4,746千株",2020-03-01T18:31:14,7683
7685  東証マザーズ,ＢｕｙＳｅｌｌＴｅｃｈｎｏｌｏｇｉｅｓ,"2,353.0",株価(02/28),業種卸売業,"2,300.0円","2,500.0円","2,299.0円",100株,28.05倍,1.24倍,7.07倍,"58,100株","15,989百万円","6,795千株",2020-03-01T18:31:16,7685
7686  東証２部,カクヤス,"1,381.0",株価(02/28),業種卸売業,"1,408.0円","1,449.0円","1,361.0円",100株,---,0.09倍,---,"79,800株","10,523百万円","7,620千株",2020-03-01T18:31:18,7686
7782  東証１部,シンシア,445.0,株価(02/28),業種精密機器,467.0円,467.0円,443.0円,100株,36.20倍,0.69倍,1.61倍,"36,300株","3,053百万円","6,862千株",2020-03-01T18:31:20,7782
7800  東証JASDAQ（スタンダード）,アミファ,677.0,株価(02/28),業種その他製品,721.0円,749.0円,660.0円,100株,10.57倍,0.43倍,1.06倍,"111,200株","2,166百万円","3,200千株",2020-03-01T18:31:21,7800
7803  東証マザーズ,ブシロード,"2,238.0",株価(02/28),業種その他製品,"2,300.0円","2,397.0円","2,220.0円",100株,16.93倍,1.12倍,3.03倍,"439,600株","36,117百万円","16,138千株",2020-03-01T18:31:23,7803
7804  東証マザーズ,ビーアンドピー,"1,272.0",株価(02/28),業種その他製品,"1,313.0円","1,315.0円","1,250.0円",100株,8.51倍,0.97倍,1.13倍,"8,100株","2,925百万円","2,300千株",2020-03-01T18:31:25,7804
7805  東証JASDAQ（スタンダード）,プリントネット,452.0,株価(02/28),業種その他製品,467.0円,480.0円,452.0円,100株,---,0.30倍,0.75倍,"49,800株","2,468百万円","5,460千株",2020-03-01T18:31:27,7805
7806  東証マザーズ,ＭＴＧ,663.0,株価(02/28),業種その他製品,700.0円,709.0円,662.0円,100株,---,0.73倍,0.83倍,"205,000株","26,342百万円","39,733千株",2020-03-01T18:31:28,7806
7807  東証JASDAQ（スタンダード）,幸和製作所,798.0,株価(02/28),業種その他製品,829.0円,841.0円,798.0円,100株,---,0.75倍,2.68倍,"11,500株","3,415百万円","4,280千株",2020-03-01T18:31:30,7807
