open,high,low,close,volume,date
27040.33,27167.88,27028.71,27090.72,78310383.0,2019-10-28
26789.61,27015.37,26765.68,26958.06,73977629.0,2019-10-25
26893.93,26931.78,26714.34,26805.53,68094274.0,2019-10-24
26835.24,26896.89,26745.0,26833.95,68707611.0,2019-10-23
26850.43,26946.64,26782.61,26788.1,68996426.0,2019-10-22
26852.67,26852.67,26747.62,26827.64,70094324.0,2019-10-21
27004.49,27018.25,26770.13,26770.2,102551310.0,2019-10-18
27032.38,27112.16,26970.29,27025.88,63847946.0,2019-10-17
26972.31,27058.34,26943.29,27001.98,65964319.0,2019-10-16
26811.2,27120.11,26811.2,27024.8,64556870.0,2019-10-15
26766.43,26874.33,26749.18,26787.36,56077933.0,2019-10-14
26694.2,27013.97,26694.2,26816.59,88576582.0,2019-10-11
26317.35,26603.31,26314.51,26496.67,62791212.0,2019-10-10
26308.23,26424.31,26249.75,26346.01,58720595.0,2019-10-09
26276.59,26421.81,26139.8,26164.04,71569646.0,2019-10-08
26502.33,26655.84,26424.54,26478.02,64404052.0,2019-10-07
26271.7,26590.74,26271.7,26573.72,70097018.0,2019-10-04
26039.02,26205.2,25743.46,26201.04,71288145.0,2019-10-03
26425.86,26438.04,25974.12,26078.62,97228413.0,2019-10-02
26962.54,27046.21,26562.22,26573.04,76231399.0,2019-10-01
26852.33,26998.86,26852.33,26916.83,75183598.0,2019-09-30
26987.26,27012.54,26715.82,26820.25,67977490.0,2019-09-27
27004.11,27015.07,26803.84,26891.12,72942157.0,2019-09-26
26866.71,27016.56,26755.86,26970.71,75153042.0,2019-09-25
27034.07,27079.68,26704.96,26807.77,102325907.0,2019-09-24
26851.45,27011.07,26831.34,26949.99,69351291.0,2019-09-23
27102.18,27194.75,26926.68,26935.07,269740303.0,2019-09-20
27186.05,27272.17,27064.21,27094.79,68699381.0,2019-09-19
27075.39,27161.93,26899.15,27147.08,70454821.0,2019-09-18
27010.12,27110.8,26984.14,27110.8,67020055.0,2019-09-17
27146.06,27172.87,27032.56,27076.82,72079672.0,2019-09-16
27216.67,27277.55,27193.95,27219.52,72147749.0,2019-09-13
27197.32,27306.73,27105.01,27182.45,80090206.0,2019-09-12
26928.05,27137.04,26885.48,27137.04,80088953.0,2019-09-11
26805.83,26909.43,26717.05,26909.43,87146222.0,2019-09-10
26866.23,26900.83,26762.18,26835.51,78395202.0,2019-09-09
26790.25,26860.87,26708.39,26797.46,61308111.0,2019-09-06
26603.15,26836.3,26603.15,26728.15,76681653.0,2019-09-05
26301.99,26362.35,26244.44,26355.47,60316520.0,2019-09-04
26198.26,26198.26,25978.22,26118.02,68764811.0,2019-09-03
26476.39,26514.62,26295.59,26403.28,76378478.0,2019-08-30
26249.09,26408.84,26185.71,26362.25,60619290.0,2019-08-29
25712.99,26041.57,25637.43,26036.1,58363078.0,2019-08-28
26014.46,26054.02,25721.85,25777.9,82129995.0,2019-08-27
25826.05,25941.25,25716.39,25898.83,68612149.0,2019-08-26
26134.21,26320.29,25507.18,25628.9,117613080.0,2019-08-23
26271.64,26388.78,26099.01,26252.24,67283546.0,2019-08-22
26145.36,26268.32,26141.77,26202.73,56989580.0,2019-08-21
26086.86,26160.12,25952.0,25962.44,66744264.0,2019-08-20
26020.06,26222.32,26020.06,26135.79,73325471.0,2019-08-19
25678.17,25929.65,25678.17,25886.01,92593263.0,2019-08-16
25514.25,25639.69,25339.6,25579.39,89837452.0,2019-08-15
26035.08,26035.08,25471.59,25479.42,111911416.0,2019-08-14
25888.88,26426.97,25833.25,26279.91,85664387.0,2019-08-13
26169.91,26178.95,25824.94,25907.37,52795476.0,2019-08-12
26337.09,26413.36,26097.64,26287.44,72752433.0,2019-08-09
26086.52,26383.61,26038.1,26378.19,94675951.0,2019-08-08
25814.22,26073.21,25440.39,26007.07,96661988.0,2019-08-07
25810.62,26038.68,25710.87,26029.52,93182987.0,2019-08-06
26259.23,26259.23,25523.38,25717.74,131339171.0,2019-08-05
26528.66,26570.02,26249.22,26485.01,92172774.0,2019-08-02
26879.86,27175.59,26548.71,26583.42,100319211.0,2019-08-01
27244.67,27281.65,26719.6,26864.27,111568085.0,2019-07-31
27145.39,27224.36,27069.86,27198.02,67082093.0,2019-07-30
27192.24,27275.85,27178.06,27221.35,61811311.0,2019-07-29
27166.0,27213.7,27123.25,27192.45,66984453.0,2019-07-26
27247.39,27298.43,27062.48,27140.98,72875119.0,2019-07-25
27262.24,27291.04,27191.12,27269.97,67344708.0,2019-07-24
27231.86,27368.81,27204.58,27349.19,60634530.0,2019-07-23
27174.18,27227.77,27088.9,27171.9,62385371.0,2019-07-22
27246.38,27342.96,27145.78,27154.2,85021494.0,2019-07-19
27191.98,27266.81,27068.79,27222.97,59842456.0,2019-07-18
27320.91,27343.06,27218.38,27219.85,58206485.0,2019-07-17
27349.32,27398.68,27290.24,27335.63,61518825.0,2019-07-16
27364.69,27364.69,27294.17,27359.16,59461910.0,2019-07-15
27139.49,27333.79,27135.45,27332.03,67077170.0,2019-07-12
26950.16,27088.45,26916.32,27088.08,65983448.0,2019-07-11
26851.96,26983.45,26813.11,26860.2,56646494.0,2019-07-10
26725.12,26807.7,26665.57,26783.49,59716241.0,2019-07-09
26835.64,26839.14,26744.87,26806.14,58888354.0,2019-07-08
26867.75,26950.81,26733.33,26922.12,57974609.0,2019-07-05
26832.32,26966.0,26831.44,26966.0,47135213.0,2019-07-03
26719.53,26787.56,26632.65,26786.68,61599400.0,2019-07-02
26805.86,26890.64,26616.21,26717.43,74795875.0,2019-07-01
26605.93,26638.35,26522.27,26599.96,193414082.0,2019-06-28
26523.72,26607.24,26465.32,26526.58,69472372.0,2019-06-27
26599.42,26660.04,26536.33,26536.82,87917378.0,2019-06-26
26731.61,26752.31,26527.66,26548.22,88680357.0,2019-06-25
26727.61,26806.52,26723.37,26727.54,71279019.0,2019-06-24
26749.12,26907.37,26705.87,26719.13,255262159.0,2019-06-21
26665.38,26798.63,26539.69,26753.17,90458535.0,2019-06-20
26490.16,26569.75,26415.05,26504.0,79768317.0,2019-06-19
26228.88,26527.19,26227.76,26465.54,77139966.0,2019-06-18
26108.53,26165.78,26049.8,26112.53,58680998.0,2019-06-17
26076.36,26162.28,25988.09,26089.61,63363516.0,2019-06-14
26036.94,26146.91,25995.71,26106.77,59831609.0,2019-06-13
26040.3,26082.1,25958.66,26004.83,60766455.0,2019-06-12
26180.59,26248.67,25998.87,26048.51,63724119.0,2019-06-11
26090.22,26210.61,26054.31,26062.68,67329223.0,2019-06-10
25768.72,26072.75,25768.72,25983.94,78400042.0,2019-06-07
25567.45,25800.3,25518.05,25720.66,74599844.0,2019-06-06
25451.0,25544.66,25373.58,25539.57,80928110.0,2019-06-05
24962.82,25343.77,24962.82,25332.18,79877402.0,2019-06-04
24830.16,24935.21,24680.57,24819.78,104387683.0,2019-06-03
25046.31,25046.31,24809.51,24815.04,87368469.0,2019-05-31
25139.94,25218.54,25066.75,25169.88,56018064.0,2019-05-30
25231.46,25231.46,24938.24,25126.41,86128485.0,2019-05-29
25616.55,25717.63,25342.28,25347.77,159863988.0,2019-05-28
25551.07,25670.81,25496.2,25585.69,55865417.0,2019-05-24
25657.99,25657.99,25328.09,25490.47,94975921.0,2019-05-23
25818.46,25878.21,25755.11,25776.61,66606252.0,2019-05-22
25782.34,25898.27,25779.61,25877.33,74103259.0,2019-05-21
25655.31,25751.71,25560.55,25679.9,82899830.0,2019-05-20
25719.95,25948.74,25657.78,25764.0,93425881.0,2019-05-17
25692.14,25957.63,25692.14,25862.68,89963767.0,2019-05-16
25400.13,25724.89,25341.94,25648.02,75908341.0,2019-05-15
25384.03,25688.96,25384.03,25532.05,85595124.0,2019-05-14
25568.06,25568.06,25222.51,25324.99,110066505.0,2019-05-13
25763.72,26019.32,25469.86,25942.37,85440597.0,2019-05-10
25878.85,25884.89,25517.39,25828.36,92110205.0,2019-05-09
25933.79,26118.1,25889.41,25967.33,83394821.0,2019-05-08
26276.9,26276.9,25789.71,25965.09,101667760.0,2019-05-07
26160.62,26476.27,26033.95,26438.48,81726671.0,2019-05-06
26379.14,26534.96,26370.09,26504.95,70125247.0,2019-05-03
26407.15,26454.69,26180.36,26307.79,74879270.0,2019-05-02
26639.06,26689.39,26426.38,26430.14,87890285.0,2019-05-01
26594.56,26614.04,26419.47,26592.91,102744915.0,2019-04-30
26559.87,26602.54,26520.75,26554.39,73385866.0,2019-04-29
26454.62,26543.56,26392.55,26543.33,87349486.0,2019-04-26
26426.37,26536.48,26310.28,26462.08,76621560.0,2019-04-25
26652.56,26680.58,26582.86,26597.05,75358154.0,2019-04-24
26513.83,26695.96,26503.56,26656.39,80930859.0,2019-04-23
26510.77,26553.05,26458.61,26511.05,62893325.0,2019-04-22
26463.37,26602.42,26444.53,26559.54,102921362.0,2019-04-18
26468.53,26501.02,26391.86,26449.54,90511955.0,2019-04-17
26482.19,26530.71,26397.19,26452.66,72985137.0,2019-04-16
26407.76,26424.85,26316.42,26384.77,72472418.0,2019-04-15
26357.79,26436.68,26309.72,26412.3,83562500.0,2019-04-12
26188.21,26229.88,26062.59,26143.05,56487907.0,2019-04-11
26173.71,26209.49,26101.24,26157.16,56200910.0,2019-04-10
26243.54,26246.34,26103.14,26150.58,68183307.0,2019-04-09
26312.67,26344.65,26246.03,26341.02,65708631.0,2019-04-08
26427.56,26487.57,26370.82,26424.99,60326993.0,2019-04-05
26213.42,26398.9,26212.78,26384.63,64994229.0,2019-04-04
26238.03,26282.17,26138.47,26218.13,79809911.0,2019-04-03
26213.55,26221.24,26122.31,26179.13,69646651.0,2019-04-02
26075.1,26280.9,26071.69,26258.42,83658052.0,2019-04-01
25827.31,25949.32,25771.67,25928.68,107949567.0,2019-03-29
25693.32,25743.41,25576.69,25717.46,67653145.0,2019-03-28
25676.34,25758.17,25425.27,25625.59,77429047.0,2019-03-27
25649.56,25796.29,25544.78,25657.73,94783023.0,2019-03-26
25490.72,25603.27,25372.26,25516.83,78791355.0,2019-03-25
25844.65,25877.01,25501.45,25502.32,109046544.0,2019-03-22
25688.44,26009.9,25657.78,25962.51,95104506.0,2019-03-21
25867.79,25929.52,25670.63,25745.67,97143699.0,2019-03-20
25987.87,26109.68,25814.92,25887.38,118528388.0,2019-03-19
25801.88,25924.77,25785.66,25914.1,97030797.0,2019-03-18
25720.96,25927.91,25649.7,25848.87,321929010.0,2019-03-15
25692.31,25752.84,25621.31,25709.94,95416063.0,2019-03-14
25637.23,25776.49,25571.31,25702.89,94467632.0,2019-03-13
25600.3,25675.44,25522.17,25554.66,86151851.0,2019-03-12
25208.0,25661.63,25208.0,25650.88,86119489.0,2019-03-11
25347.38,25466.14,25252.46,25450.24,76669938.0,2019-03-08
25645.45,25645.45,25352.55,25473.23,82909975.0,2019-03-07
25818.76,25837.61,25633.71,25673.46,72280889.0,2019-03-06
25829.07,25877.15,25725.63,25806.63,76830150.0,2019-03-05
26122.19,26155.98,25611.55,25819.65,86355671.0,2019-03-04
26019.67,26143.92,25914.37,26026.32,85813876.0,2019-03-01
25984.28,26029.21,25896.56,25916.0,117897726.0,2019-02-28
25995.6,26039.68,25877.24,25985.16,68562270.0,2019-02-27
26051.61,26155.29,25966.01,26057.98,74980090.0,2019-02-26
26126.15,26241.42,26080.66,26091.95,82976188.0,2019-02-25
25906.27,26052.9,25906.27,26031.81,80981851.0,2019-02-22
25922.41,25938.88,25762.21,25850.63,69199992.0,2019-02-21
25872.26,25986.2,25846.48,25954.44,81036550.0,2019-02-20
25849.85,25961.44,25820.01,25891.32,78867106.0,2019-02-19
25564.63,25883.72,25564.63,25883.25,109357435.0,2019-02-15
25460.65,25558.9,25308.09,25439.39,83407240.0,2019-02-14
25480.86,25625.95,25480.86,25543.27,72371362.0,2019-02-13
25152.03,25458.98,25152.03,25425.76,81712705.0,2019-02-12
25142.81,25196.75,25009.1,25053.11,77602627.0,2019-02-11
25042.36,25106.39,24883.04,25106.33,72703735.0,2019-02-08
25265.81,25314.26,25000.52,25169.53,89393389.0,2019-02-07
25371.57,25439.04,25312.06,25390.3,71643621.0,2019-02-06
25287.93,25427.32,25287.65,25411.52,91156100.0,2019-02-05
25062.12,25239.91,24977.67,25239.37,85456954.0,2019-02-04
25025.31,25193.15,24982.49,25063.89,109429687.0,2019-02-01
24954.48,25049.62,24842.09,24999.67,166845214.0,2019-01-31
24826.52,25109.62,24790.9,25014.86,102262745.0,2019-01-30
24519.62,24674.87,24504.04,24579.96,83260900.0,2019-01-29
24596.98,24596.98,24323.94,24528.22,91457455.0,2019-01-28
24687.21,24860.15,24676.75,24737.2,110503666.0,2019-01-25
24579.96,24626.3,24422.73,24553.24,87957072.0,2019-01-24
24577.25,24700.98,24307.17,24575.62,89585668.0,2019-01-23
24607.76,24607.76,24244.31,24404.48,112807554.0,2019-01-22
24534.19,24750.22,24459.03,24706.35,135318691.0,2019-01-18
24147.09,24474.46,24088.9,24370.1,81215137.0,2019-01-17
24139.91,24288.61,24119.72,24207.16,87148627.0,2019-01-16
23914.11,24099.14,23887.93,24065.59,85541723.0,2019-01-15
23880.53,23964.9,23765.24,23909.84,91713169.0,2019-01-14
23940.01,23996.32,23798.16,23995.95,81286827.0,2019-01-11
23811.11,24014.78,23703.25,24001.92,104184937.0,2019-01-10
23844.27,23985.45,23776.56,23879.12,93783100.0,2019-01-09
23680.32,23864.65,23581.45,23787.45,91689625.0,2019-01-08
23474.26,23687.74,23301.59,23531.35,104392834.0,2019-01-07
22894.92,23518.64,22894.92,23433.16,129924110.0,2019-01-04
23176.39,23176.39,22638.41,22686.22,128949958.0,2019-01-03
23058.61,23413.47,22928.59,23346.24,100597540.0,2019-01-02
23153.94,23333.18,23118.3,23327.46,98450358.0,2018-12-31
23213.61,23381.88,22981.33,23062.4,96900157.0,2018-12-28
22629.06,23138.89,22267.42,23138.82,132928540.0,2018-12-27
21857.73,22878.92,21712.53,22878.45,135065634.0,2018-12-26
22317.28,22339.87,21792.2,21792.2,92293159.0,2018-12-24
22871.74,23254.59,22396.34,22445.37,441125970.0,2018-12-21
23224.12,23282.2,22644.31,22859.6,185663812.0,2018-12-20
23693.33,24057.34,23162.64,23323.66,154592391.0,2018-12-19
23769.13,23927.77,23516.02,23675.64,125914510.0,2018-12-18
23986.83,24088.08,23456.88,23592.98,147762765.0,2018-12-17
24408.04,24431.14,24033.79,24100.51,123952784.0,2018-12-14
24575.86,24740.96,24473.29,24597.38,92642418.0,2018-12-13
24509.09,24828.29,24509.09,24527.27,104059690.0,2018-12-12
24719.91,24791.26,24221.06,24370.24,98286479.0,2018-12-11
24360.95,24500.81,23881.37,24423.26,113351808.0,2018-12-10
24918.82,25095.62,24284.78,24388.95,124372441.0,2018-12-07
24737.42,24951.01,24242.22,24947.67,147265874.0,2018-12-06
25752.56,25773.12,25008.11,25027.07,139285028.0,2018-12-04
25779.57,25980.21,25670.51,25826.43,113928634.0,2018-12-03
25307.14,25549.71,25250.97,25538.46,187768761.0,2018-11-30
25340.3,25479.04,25202.79,25338.84,80253858.0,2018-11-29
24832.84,25368.93,24832.84,25366.43,105708284.0,2018-11-28
24557.02,24750.73,24416.03,24748.73,86202920.0,2018-11-27
24364.13,24673.29,24364.13,24640.24,88957612.0,2018-11-26
24336.4,24408.8,24268.74,24285.95,45312027.0,2018-11-23
24541.65,24669.79,24463.28,24464.69,86168664.0,2018-11-21
24618.68,24707.26,24368.98,24465.64,128214475.0,2018-11-20
25392.61,25392.61,24900.98,25017.44,104150991.0,2018-11-19
25242.35,25510.23,25147.8,25413.22,126867216.0,2018-11-16
25061.48,25354.56,24787.79,25289.27,112654692.0,2018-11-15
25388.08,25501.29,24935.82,25080.5,114013353.0,2018-11-14
25321.21,25511.03,25193.78,25286.49,97261266.0,2018-11-13
25959.33,25966.71,25340.51,25387.18,101181926.0,2018-11-12
26149.11,26161.49,25882.91,25989.3,101913635.0,2018-11-09
26139.59,26277.82,26081.9,26191.22,80450478.0,2018-11-08
25788.46,26200.14,25765.88,26180.3,104669169.0,2018-11-07
25452.83,25651.86,25444.9,25635.01,82628250.0,2018-11-06
25261.47,25507.35,25261.47,25461.7,99050294.0,2018-11-05
25443.6,25578.98,25078.72,25270.83,128816000.0,2018-11-02
25142.08,25396.47,25108.11,25380.74,107754450.0,2018-11-01
25008.82,25336.55,25008.82,25115.76,135693477.0,2018-10-31
24482.04,24906.68,24415.69,24874.64,140373515.0,2018-10-30
24818.98,25040.58,24122.23,24442.92,121107251.0,2018-10-29
24770.25,24916.16,24445.19,24688.31,143088915.0,2018-10-26
24736.54,25104.29,24645.56,24984.55,118362050.0,2018-10-25
25172.88,25306.23,24533.19,24583.42,136766842.0,2018-10-24
25038.46,25307.7,24768.79,25191.43,108172631.0,2018-10-23
25492.14,25561.34,25236.05,25317.41,84662046.0,2018-10-22
25421.09,25608.71,25350.02,25444.34,113175680.0,2018-10-19
25645.56,25691.46,25236.01,25379.45,90745080.0,2018-10-18
25705.87,25810.09,25479.16,25706.68,89596608.0,2018-10-17
25351.53,25817.68,25351.53,25798.42,86131552.0,2018-10-16
25332.46,25482.42,25243.88,25250.55,87150376.0,2018-10-15
25407.63,25467.55,25000.83,25339.99,121152656.0,2018-10-12
25518.39,25683.64,24899.77,25052.83,152324928.0,2018-10-11
26441.73,26441.73,25593.65,25598.74,133223184.0,2018-10-10
26469.19,26539.94,26324.16,26430.57,76806488.0,2018-10-09
26399.45,26529.35,26223.09,26486.78,84140664.0,2018-10-08
26632.77,26676.16,26301.81,26447.05,77864472.0,2018-10-05
26784.08,26793.82,26471.61,26627.48,80867272.0,2018-10-04
26833.47,26951.81,26789.08,26828.39,82053240.0,2018-10-03
26648.91,26824.78,26627.66,26773.94,77276488.0,2018-10-02
26598.36,26737.98,26596.05,26651.21,70675288.0,2018-10-01
26407.66,26515.76,26383.57,26458.31,85496200.0,2018-09-28
26418.27,26557.01,26379.95,26439.93,74440352.0,2018-09-27
26536.86,26606.09,26349.34,26385.28,82400016.0,2018-09-26
26601.58,26634.85,26475.58,26492.21,75309408.0,2018-09-25
26705.25,26709.94,26548.68,26562.05,79881352.0,2018-09-24
26726.25,26769.16,26680.37,26743.5,372471360.0,2018-09-21
26519.39,26697.49,26519.39,26656.98,80659488.0,2018-09-20
26287.84,26464.41,26280.76,26405.76,72953664.0,2018-09-19
26076.21,26317.34,26076.21,26246.96,73229944.0,2018-09-18
26151.66,26184.47,26030.35,26062.12,72792232.0,2018-09-17
26169.56,26211.11,26068.29,26154.67,64677332.0,2018-09-14
26083.94,26191.64,26067.08,26145.99,74189584.0,2018-09-13
25989.07,26145.72,25929.43,25998.92,82440720.0,2018-09-12
25841.14,26019.92,25754.32,25971.06,77315272.0,2018-09-11
25991.91,26039.96,25854.13,25857.07,80762496.0,2018-09-10
25951.02,26002.99,25818.39,25916.54,85845088.0,2018-09-07
25973.02,26073.68,25880.84,25995.87,80743040.0,2018-09-06
25919.84,26011.22,25871.04,25974.99,88515368.0,2018-09-05
25916.07,25971.77,25805.95,25952.48,75453760.0,2018-09-04
25964.85,26028.83,25879.77,25964.82,97360008.0,2018-08-31
26099.01,26104.37,25934.8,25986.92,62604524.0,2018-08-30
26082.53,26167.94,26035.3,26124.57,61484784.0,2018-08-29
26092.7,26122.24,26037.85,26064.02,58625064.0,2018-08-28
25882.71,26067.57,25882.71,26049.64,62500940.0,2018-08-27
25688.58,25826.05,25688.58,25790.35,60083020.0,2018-08-24
25714.86,25762.56,25608.02,25656.98,62561004.0,2018-08-23
25825.06,25836.16,25722.43,25733.6,53939888.0,2018-08-22
25786.99,25888.82,25784.9,25822.29,66844396.0,2018-08-21
25727.7,25790.17,25716.41,25758.69,63537020.0,2018-08-20
25550.8,25728.16,25521.66,25669.32,81028248.0,2018-08-17
25294.97,25607.34,25294.97,25558.73,85374528.0,2018-08-16
25235.37,25235.37,24965.77,25162.41,79783352.0,2018-08-15
25215.69,25339.51,25201.87,25299.92,57509176.0,2018-08-14
25327.19,25381.39,25153.93,25187.7,64198680.0,2018-08-13
25401.19,25401.19,25222.88,25313.14,60954752.0,2018-08-10
